a_rank,slug,company,state,hq,fleet_buses,founded,composite,folder,researched,research_date,packet_path,facts_path,draft_path,reviewed,sent,notes
347,0347-martini-school-bus-co-drs,Martini School Bus Co Drs,PA,,65,2003,83.5,6_targets/0347-martini-school-bus-co-drs,0,,,,,0,0,
348,0348-shaw-school-bus-lines-inc,Shaw School Bus Lines Inc,PA,"Volant, PA",12,2003,83.5,6_targets/0348-shaw-school-bus-lines-inc,0,,,,,0,0,
349,0349-gallagher-student-trnsprtn,Gallagher Student TRNSPRTN,PA,"Berwick, PA",14,2007,83.5,6_targets/0349-gallagher-student-trnsprtn,0,,,,,0,0,
350,0350-evans-transportation,Evans Transportation,CA,"Yreka, CA",13,2013,83.5,6_targets/0350-evans-transportation,0,,,,,0,0,
351,0351-shaw-school-bus,Shaw School Bus,PA,"Volant, PA",12,2003,83.5,6_targets/0351-shaw-school-bus,0,,,,,0,0,
352,0352-all-county-bus,All County Bus,NY,"Yonkers, NY",,1998,83.5,6_targets/0352-all-county-bus,0,,,,,0,0,
353,0353-surburban-bus-transportation,Surburban Bus Transportation,NY,"North Bellmore, NY",,1993,83.5,6_targets/0353-surburban-bus-transportation,0,,,,,0,0,
354,0354-e-z-bus-inc,E-Z Bus Inc,FL,"Orlando, FL",,1994,83.5,6_targets/0354-e-z-bus-inc,0,,,,,0,0,
355,0355-coky-transportation-inc,Coky Transportation Inc,NY,"Flushing, NY",,1992,83.5,6_targets/0355-coky-transportation-inc,0,,,,,0,0,
356,0356-school-bus-drivers-inc,School Bus Drivers Inc,PA,"Blairsville, PA",,1993,83.5,6_targets/0356-school-bus-drivers-inc,0,,,,,0,0,
357,0357-tla-school-bus-co-inc,Tla School Bus Co Inc,NY,"Yonkers, NY",,1989,83.5,6_targets/0357-tla-school-bus-co-inc,0,,,,,0,0,
358,0358-northstar-bus,Northstar Bus,NY,"Brooklyn, NY",,2000,83.5,6_targets/0358-northstar-bus,0,,,,,0,0,
359,0359-ribblett-school-bus-line,Ribblett School Bus Line,PA,"Johnstown, PA",,1998,83.5,6_targets/0359-ribblett-school-bus-line,0,,,,,0,0,
360,0360-rains-martin-school-bus-barn,Rains & Martin School Bus Barn,MO,"Bolivar, MO",,1991,83.5,6_targets/0360-rains-martin-school-bus-barn,0,,,,,0,0,
361,0361-glen-rhinard-transportation,Glen Rhinard Transportation,PA,"Shickshinny, PA",,1990,83.5,6_targets/0361-glen-rhinard-transportation,0,,,,,0,0,
362,0362-lech-transportation,Lech Transportation,PA,"Tamaqua, PA",,1998,83.5,6_targets/0362-lech-transportation,0,,,,,0,0,
363,0363-southwinds-school-activity-svc,Southwinds School Activity Svc,CA,"Sun Valley, CA",9,2001,82.8,6_targets/0363-southwinds-school-activity-svc,0,,,,,0,0,
364,0364-bus-contractor,Bus Contractor,PA,"Ashland, PA",5,1964,82.8,6_targets/0364-bus-contractor,0,,,,,0,0,
365,0365-a-ace-bus-charter-inc,A Ace Bus Charter Inc,MD,"Germantown, MD",14,1987,82.8,6_targets/0365-a-ace-bus-charter-inc,0,,,,,0,0,
366,0366-kids-door-to-door,Kids Door To Door,FL,"Valrico, FL",5,1984,82.8,6_targets/0366-kids-door-to-door,0,,,,,0,0,
367,0367-schoolman-transportation-syst,Schoolman Transportation Syst,NY,"Bohemia, NY",9,1982,82.8,6_targets/0367-schoolman-transportation-syst,0,,,,,0,0,
368,0368-barnesville-bus-co,Barnesville Bus Co,MN,"Barnesville, MN",8,2001,82.8,6_targets/0368-barnesville-bus-co,0,,,,,0,0,
369,0369-ashland-shamokin-auto-bus-co,Ashland & Shamokin Auto Bus Co,PA,"Mount Carmel, PA",6,1936,82.8,6_targets/0369-ashland-shamokin-auto-bus-co,0,,,,,0,0,
370,0370-longmire-bus-line-inc,Longmire Bus Line Inc,TN,"Andersonville, TN",8,1988,82.8,6_targets/0370-longmire-bus-line-inc,0,,,,,0,0,
371,0371-lavere-jones-school-bus-svc,Lavere Jones School Bus Svc,MD,"Westminster, MD",7,1999,82.8,6_targets/0371-lavere-jones-school-bus-svc,0,,,,,0,0,
372,0372-hour-transportation,Hour Transportation,MI,"Southfield, MI",28,1996,82.5,6_targets/0372-hour-transportation,0,,,,,0,0,
373,0373-v-rolling-bus-corp,V Rolling Bus Corp,NY,"South Fallsburg, NY",252,1954,82.5,6_targets/0373-v-rolling-bus-corp,0,,,,,0,0,
374,0374-carrier-management-corp,Carrier Management Corp,PA,"Clairton, PA",152,1961,82.5,6_targets/0374-carrier-management-corp,0,,,,,0,0,
375,0375-a-a-transportation-co-inc,A A Transportation Co Inc,MA,"East Brookfield, MA",378,1996,82.5,6_targets/0375-a-a-transportation-co-inc,0,,,,,0,0,
376,0376-lake-country-industries,Lake Country Industries,MN,"Loretto, MN",102,2013,82.5,6_targets/0376-lake-country-industries,0,,,,,0,0,
377,0377-jay-medicar-transportation,Jay Medicar Transportation,IL,"Chicago, IL",50,2001,82.5,6_targets/0377-jay-medicar-transportation,0,,,,,0,0,
378,0378-efficient-school-trnsprtn,Efficient School TRNSPRTN,MN,"Minneapolis, MN",39,2013,82.5,6_targets/0378-efficient-school-trnsprtn,0,,,,,0,0,
379,0379-eastern-bus-co,Eastern Bus Co,MA,"Newton, MA",251,1997,82.5,6_targets/0379-eastern-bus-co,0,,,,,0,0,
380,0380-elite-school-bus-co-llc,Elite School Bus Co LLC,MD,"North East, MD",26,2015,82.5,6_targets/0380-elite-school-bus-co-llc,0,,,,,0,0,
381,0381-e-fficient-school-trnsprtn-llc,E-Fficient School TRNSPRTN LLC,MN,"Coon Rapids, MN",39,2013,82.5,6_targets/0381-e-fficient-school-trnsprtn-llc,0,,,,,0,0,
382,0382-connecticut-handivan-inc,Connecticut Handivan Inc,CT,"North Haven, CT",37,1994,82.5,6_targets/0382-connecticut-handivan-inc,0,,,,,0,0,
383,0383-northern-access-trnsprtn-inc,Northern Access Trnsprtn Inc,MN,"Duluth, MN",11,1992,82.5,6_targets/0383-northern-access-trnsprtn-inc,0,,,,,0,0,
384,0384-m-g-school-bus,M & G School Bus,NJ,"Perth Amboy, NJ",19,2015,82.5,6_targets/0384-m-g-school-bus,0,,,,,0,0,
385,0385-q-q-bus-line-corp,Q Q Bus Line Corp,MA,"Boston, MA",12,2015,82.5,6_targets/0385-q-q-bus-line-corp,0,,,,,0,0,
386,0386-z-transportation,Z Transportation,MN,"Perham, MN",26,2017,82.5,6_targets/0386-z-transportation,0,,,,,0,0,
387,0387-pride-transportation-bus-svc,Pride Transportation Bus Svc,MN,"Saint Paul, MN",38,2016,82.5,6_targets/0387-pride-transportation-bus-svc,0,,,,,0,0,
388,0388-rick-evans-transportation-inc,Rick Evans Transportation Inc,CA,"Yreka, CA",13,2013,82.5,6_targets/0388-rick-evans-transportation-inc,0,,,,,0,0,
389,0389-west-side-transportation,West Side Transportation,MN,"Nicollet, MN",17,2016,82.5,6_targets/0389-west-side-transportation,0,,,,,0,0,
390,0390-tita-school-bus,Tita School Bus,FL,"Hialeah, FL",6,2003,82.2,6_targets/0390-tita-school-bus,0,,,,,0,0,
391,0391-a-plus-school-bus-trnsprtn,A Plus School Bus Trnsprtn,FL,,9,2010,82.2,6_targets/0391-a-plus-school-bus-trnsprtn,0,,,,,0,0,
392,0392-travel-by-bus,Travel By Bus,FL,"West Park, FL",9,2008,82.2,6_targets/0392-travel-by-bus,0,,,,,0,0,
393,0393-a-plus-school-bus,A Plus School Bus,FL,"Doral, FL",9,2010,82.2,6_targets/0393-a-plus-school-bus,0,,,,,0,0,
394,0394-boro-transit-inc,Boro Transit Inc,NY,"Brooklyn, NY",1030,1997,82.2,6_targets/0394-boro-transit-inc,0,,,,,0,0,
395,0395-a-plus-bus-usa-corp,A Plus Bus USA Corp,FL,"Doral, FL",9,2010,82.2,6_targets/0395-a-plus-bus-usa-corp,0,,,,,0,0,
396,0396-m-s-bond-busing-llc,M S Bond Busing LLC,PA,"Bloomsburg, PA",7,2009,82.2,6_targets/0396-m-s-bond-busing-llc,0,,,,,0,0,
397,0397-maria-gamboa-sch-bus-svc-inc,Maria Gamboa Sch Bus Svc Inc,FL,"Miami Gardens, FL",5,2004,82.2,6_targets/0397-maria-gamboa-sch-bus-svc-inc,0,,,,,0,0,
398,0398-bolze-bus-svc-inc,Bolze Bus Svc Inc,PA,"Loysville, PA",7,2011,82.2,6_targets/0398-bolze-bus-svc-inc,0,,,,,0,0,
399,0399-mimi-s-school-bus-svc,Mimi's School Bus Svc,FL,"Miami Beach, FL",5,2002,82.2,6_targets/0399-mimi-s-school-bus-svc,0,,,,,0,0,
400,0400-buffalo-transportation-inc,Buffalo Transportation Inc,NY,"Buffalo, NY",10,2002,82.0,6_targets/0400-buffalo-transportation-inc,0,,,,,0,0,
401,0401-need-a-lift,Need-A-Lift,IN,"Indianapolis, IN",12,2003,82.0,6_targets/0401-need-a-lift,0,,,,,0,0,
402,0402-montauk-student-transport,Montauk Student Transport,NY,"Bridgewater, NJ",20,2007,82.0,6_targets/0402-montauk-student-transport,0,,,,,0,0,
403,0403-larrys-executive-limousine,Larrys Executive Limousine,FL,"Sarasota, FL",11,2002,82.0,6_targets/0403-larrys-executive-limousine,0,,,,,0,0,
404,0404-admiral-limousine-svc,Admiral Limousine Svc,GA,"Savannah, GA",10,2006,82.0,6_targets/0404-admiral-limousine-svc,0,,,,,0,0,
405,0405-b-g-transportation,B G Transportation,NJ,"Passaic, NJ",,1981,82.0,6_targets/0405-b-g-transportation,0,,,,,0,0,
406,0406-superior-bus-svc,Superior Bus Svc,MI,"Sault Sainte Marie, MI",,1981,82.0,6_targets/0406-superior-bus-svc,0,,,,,0,0,
407,0407-med-van-transport,Med-Van Transport,PA,"Northern Cambria, PA",,1995,82.0,6_targets/0407-med-van-transport,0,,,,,0,0,
408,0408-a-m-transit,A & M Transit,OH,"Youngstown, OH",,1927,82.0,6_targets/0408-a-m-transit,0,,,,,0,0,
409,0409-curl-school-bus-svc,Curl School Bus Svc,OR,"Vernonia, OR",,1978,82.0,6_targets/0409-curl-school-bus-svc,0,,,,,0,0,
410,0410-vendetti-bus-co,Vendetti Bus Co,MA,"Milford, MA",,1961,82.0,6_targets/0410-vendetti-bus-co,0,,,,,0,0,
411,0411-h-m-bus-co,H & M Bus Co,MD,"Capitol Heights, MD",,1969,82.0,6_targets/0411-h-m-bus-co,0,,,,,0,0,
412,0412-holston-bus-co-inc,Holston Bus Co Inc,TN,"Bristol, TN",,1976,82.0,6_targets/0412-holston-bus-co-inc,0,,,,,0,0,
413,0413-time-line-transportation,Time Line Transportation,NJ,"Hackensack, NJ",,1974,82.0,6_targets/0413-time-line-transportation,0,,,,,0,0,
414,0414-voges-services-inc,Voges Services Inc,IL,"Coulterville, IL",,1984,82.0,6_targets/0414-voges-services-inc,0,,,,,0,0,
415,0415-debaere-bus-co,Debaere Bus Co,MN,"Prior Lake, MN",,1975,82.0,6_targets/0415-debaere-bus-co,0,,,,,0,0,
416,0416-zweigart-bus-svc-inc,Zweigart Bus Svc Inc,IL,"Evansville, IL",,1963,82.0,6_targets/0416-zweigart-bus-svc-inc,0,,,,,0,0,
417,0417-a1-school-bus,A1 School Bus,PA,"Philadelphia, PA",,2005,81.5,6_targets/0417-a1-school-bus,0,,,,,0,0,
418,0418-carolina-specialty-transport,Carolina Specialty Transport,NC,"Gastonia, NC",5,1996,81.2,6_targets/0418-carolina-specialty-transport,0,,,,,0,0,
419,0419-global-paratransit,Global Paratransit,CA,"Gardena, CA",7,2000,81.2,6_targets/0419-global-paratransit,0,,,,,0,0,
420,0420-hudson-group-ltd,Hudson Group LTD,IL,"Bensenville, IL",7,1998,81.2,6_targets/0420-hudson-group-ltd,0,,,,,0,0,
421,0421-central-oregon-cabulance,Central Oregon Cabulance,OR,"Bend, OR",5,2000,81.2,6_targets/0421-central-oregon-cabulance,0,,,,,0,0,
422,0422-harlow-s-bus-svc,Harlow's Bus Svc,MT,"Kalispell, MT",178,1971,81.0,6_targets/0422-harlow-s-bus-svc,0,,,,,0,0,
423,0423-harlow-s-school-bus-svc-inc-mt,Harlow's School Bus Svc Inc-Mt,MT,"Libby, MT",178,1953,81.0,6_targets/0423-harlow-s-school-bus-svc-inc-mt,0,,,,,0,0,
424,0424-america-s-best-transportation,America's Best Transportation,OH,"Cleveland, OH",24,2015,81.0,6_targets/0424-america-s-best-transportation,0,,,,,0,0,
425,0425-taylor-motors-inc,Taylor Motors Inc,KY,"Fort Benning, GA",188,1957,81.0,6_targets/0425-taylor-motors-inc,0,,,,,0,0,
426,0426-jupiter-school-bus-svc,Jupiter School Bus Svc,FL,"Riviera Beach, FL",4,1997,81.0,6_targets/0426-jupiter-school-bus-svc,0,,,,,0,0,
427,0427-john-t-cyr-sons-inc,John T Cyr & Sons Inc,ME,"Detroit, ME",231,1912,81.0,6_targets/0427-john-t-cyr-sons-inc,0,,,,,0,0,
428,0428-dietrich-sons-inc,Dietrich & Sons Inc,ND,"Valley City, ND",67,1966,81.0,6_targets/0428-dietrich-sons-inc,0,,,,,0,0,
429,0429-acc-midwest-transportation,ACC Midwest Transportation,MN,"Hutchinson, MN",49,2012,81.0,6_targets/0429-acc-midwest-transportation,0,,,,,0,0,
430,0430-taty-school-bus,Taty School Bus,FL,"Hialeah Gardens, FL",1,1999,81.0,6_targets/0430-taty-school-bus,0,,,,,0,0,
431,0431-transportation-solution-svc,Transportation Solution Svc,MO,"Saint Louis, MO",39,2017,81.0,6_targets/0431-transportation-solution-svc,0,,,,,0,0,
432,0432-defea-school-bus-garage,Defea School Bus Garage,SD,"Milbank, SD",15,1964,81.0,6_targets/0432-defea-school-bus-garage,0,,,,,0,0,
433,0433-krug-s-bus-svc-inc,Krug's Bus Svc Inc,WI,"Medford, WI",30,1957,81.0,6_targets/0433-krug-s-bus-svc-inc,0,,,,,0,0,
434,0434-rise-to-shine-transportation,Rise To Shine Transportation,NJ,"Fort Lee, NJ",16,2014,81.0,6_targets/0434-rise-to-shine-transportation,0,,,,,0,0,
435,0435-pa-coach-lines,PA Coach Lines,PA,"Mckeesport, PA",2,1989,81.0,6_targets/0435-pa-coach-lines,0,,,,,0,0,
436,0436-little-falls-bus-corp,Little Falls Bus Corp,NY,"Saint Johnsville, NY",2,2000,81.0,6_targets/0436-little-falls-bus-corp,0,,,,,0,0,
437,0437-elsa-school-bus-miami,Elsa School Bus-Miami,FL,"Miami, FL",1,2001,81.0,6_targets/0437-elsa-school-bus-miami,0,,,,,0,0,
438,0438-daun-school-bus-svc,Daun School Bus Svc,WI,"Chilton, WI",14,1962,81.0,6_targets/0438-daun-school-bus-svc,0,,,,,0,0,
439,0439-gateway-transportation-inc,Gateway Transportation Inc,NY,"Schenectady, NY",3,1988,81.0,6_targets/0439-gateway-transportation-inc,0,,,,,0,0,
440,0440-krystle-s-limousine,Krystle's Limousine,NJ,"Ringwood, NJ",12,2015,81.0,6_targets/0440-krystle-s-limousine,0,,,,,0,0,
441,0441-sheppard-bus,Sheppard Bus,NJ,"Millville, NJ",711,1951,80.8,6_targets/0441-sheppard-bus,0,,,,,0,0,
442,0442-m-j-school-bus-co,M & J School Bus Co,CT,"Old Saybrook, CT",696,1970,80.8,6_targets/0442-m-j-school-bus-co,0,,,,,0,0,
443,0443-m-j-bus-inc,M & J Bus Inc,CT,"Clinton, CT",696,1970,80.8,6_targets/0443-m-j-bus-inc,0,,,,,0,0,
444,0444-harlows-school-bus-svc-sales,Harlows School Bus Svc & Sales,ID,"Mccall, ID",401,1973,80.8,6_targets/0444-harlows-school-bus-svc-sales,0,,,,,0,0,
445,0445-sheppard-bus-svc,Sheppard Bus Svc,NJ,"Bridgeton, NJ",711,1952,80.8,6_targets/0445-sheppard-bus-svc,0,,,,,0,0,
446,0446-harlows-school-bus,Harlows School Bus,WA,"Spokane Valley, WA",401,1973,80.8,6_targets/0446-harlows-school-bus,0,,,,,0,0,
447,0447-g-g-c-bus-co,G G & C Bus Co,PA,"Lewis Center, OH",,1967,80.5,6_targets/0447-g-g-c-bus-co,0,,,,,0,0,
448,0448-hulmes-transportation-svc-ltd,Hulmes Transportation Svc LTD,MA,"Belchertown, MA",,1976,80.5,6_targets/0448-hulmes-transportation-svc-ltd,0,,,,,0,0,
449,0449-northwest-transportation,Northwest Transportation,RI,"Woonsocket, RI",,1979,80.5,6_targets/0449-northwest-transportation,0,,,,,0,0,
450,0450-new-bus-facility-maytav-bus-co,New Bus Facility-Maytav Bus Co,NJ,"Camden, NJ",55,2012,79.8,6_targets/0450-new-bus-facility-maytav-bus-co,0,,,,,0,0,
451,0451-evans-school-bus-trnsprtn-llc,Evans School Bus Trnsprtn LLC,PA,"Dushore, PA",8,2000,79.8,6_targets/0451-evans-school-bus-trnsprtn-llc,0,,,,,0,0,
452,0452-weikel-busing-llc,Weikel Busing LLC,PA,"Selinsgrove, PA",17,2016,79.5,6_targets/0452-weikel-busing-llc,0,,,,,0,0,
453,0453-ht-bus-svc,HT Bus Svc,NJ,"Lakewood, NJ",22,2020,79.5,6_targets/0453-ht-bus-svc,0,,,,,0,0,
454,0454-north-iowa-bus-co-inc,North Iowa Bus Co Inc,IA,"Mason City, IA",1,1960,79.5,6_targets/0454-north-iowa-bus-co-inc,0,,,,,0,0,
455,0455-t-g-transportation,T G Transportation,FL,,1,1993,79.5,6_targets/0455-t-g-transportation,0,,,,,0,0,
456,0456-dousman-transport-co,Dousman Transport Co,WI,"Waterford, WI",360,1962,79.5,6_targets/0456-dousman-transport-co,0,,,,,0,0,
457,0457-koch-bus-svc,Koch Bus Svc,MN,"Shakopee, MN",2,1938,79.5,6_targets/0457-koch-bus-svc,0,,,,,0,0,
458,0458-community-bus-svc-corner,Community Bus Svc Corner,OH,"Warren, OH",1,1933,79.5,6_targets/0458-community-bus-svc-corner,0,,,,,0,0,
459,0459-riley-s-school-bus-llc,Riley's School Bus LLC,MN,"Murdock, MN",3,1939,79.5,6_targets/0459-riley-s-school-bus-llc,0,,,,,0,0,
460,0460-bjs-transportations,BJS Transportations,IL,"Evergreen Park, IL",4,1970,79.5,6_targets/0460-bjs-transportations,0,,,,,0,0,
461,0461-b-b-transportation-inc,B & B Transportation Inc,CT,"Bethany, CT",160,1989,79.5,6_targets/0461-b-b-transportation-inc,0,,,,,0,0,
462,0462-william-g-becker-sons-inc,William G Becker & Sons Inc,NY,"North Java, NY",1,1960,79.5,6_targets/0462-william-g-becker-sons-inc,0,,,,,0,0,
463,0463-managed-medical-transport-inc,Managed Medical Transport Inc,GA,"Watkinsville, GA",4,1997,79.5,6_targets/0463-managed-medical-transport-inc,0,,,,,0,0,
464,0464-centerline-charter-corp,Centerline Charter Corp,MN,"Saint Paul, MN",2,1984,79.5,6_targets/0464-centerline-charter-corp,0,,,,,0,0,
465,0465-lcp-transportation-llc,LCP Transportation LLC,IN,"Indianapolis, IN",2,1998,79.5,6_targets/0465-lcp-transportation-llc,0,,,,,0,0,
466,0466-advantage-medical-trnsprtn,Advantage Medical Trnsprtn,GA,"Conyers, GA",2,2000,79.5,6_targets/0466-advantage-medical-trnsprtn,0,,,,,0,0,
467,0467-school-bound-trnsprtn-llc,School Bound TRNSPRTN LLC,NJ,"Brick, NJ",20,2020,79.5,6_targets/0467-school-bound-trnsprtn-llc,0,,,,,0,0,
468,0468-jay-s-bus-svc-inc,Jay's Bus Svc Inc,NJ,"Lakewood, NJ",297,2008,79.0,6_targets/0468-jay-s-bus-svc-inc,0,,,,,0,0,
469,0469-miles-away-charter-llc,Miles Away Charter LLC,MD,"Washington, DC",48,2004,79.0,6_targets/0469-miles-away-charter-llc,0,,,,,0,0,
470,0470-adaptive-enterprise,Adaptive Enterprise,KY,"Bowling Green, KY",20,2003,79.0,6_targets/0470-adaptive-enterprise,0,,,,,0,0,
471,0471-gary-aisquith-bus-lines-inc,Gary Aisquith Bus Lines Inc,MD,"Riva, MD",26,2009,79.0,6_targets/0471-gary-aisquith-bus-lines-inc,0,,,,,0,0,
472,0472-rides-4-school,Rides 4 School,TX,"Irving, TX",,2001,79.0,6_targets/0472-rides-4-school,0,,,,,0,0,
473,0473-merry-go-round-transportation,Merry-Go-Round Transportation,NJ,"Fairfield, NJ",,1995,79.0,6_targets/0473-merry-go-round-transportation,0,,,,,0,0,
474,0474-john-r-lepley-sons,John R Lepley & Sons,PA,"Cooperstown, PA",,1954,79.0,6_targets/0474-john-r-lepley-sons,0,,,,,0,0,
475,0475-dlm-school-bus-line-inc,DLM School Bus Line Inc,IL,"Chicago Heights, IL",,1999,79.0,6_targets/0475-dlm-school-bus-line-inc,0,,,,,0,0,
476,0476-cuddle-academy-trnsprtn-svc,Cuddle Academy Trnsprtn Svc,AL,"Center Point, AL",,1994,79.0,6_targets/0476-cuddle-academy-trnsprtn-svc,0,,,,,0,0,
477,0477-dlm-school-bus,DLM School Bus,IL,"Chicago Heights, IL",,1999,79.0,6_targets/0477-dlm-school-bus,0,,,,,0,0,
478,0478-joseph-w-mary-c-wood-sch-bus,Joseph W-Mary C Wood Sch Bus,MD,"Mechanicsville, MD",,1995,79.0,6_targets/0478-joseph-w-mary-c-wood-sch-bus,0,,,,,0,0,
479,0479-bme-transit-llc,Bme Transit LLC,PA,"Penn Hills, PA",,1970,79.0,6_targets/0479-bme-transit-llc,0,,,,,0,0,
480,0480-w-r-ross-school-bus-shop,W R Ross School Bus Shop,KS,"La Cygne, KS",,1995,79.0,6_targets/0480-w-r-ross-school-bus-shop,0,,,,,0,0,
481,0481-b-j-school-buses-inc,B-J School Buses Inc,SD,"Crofton, NE",35,,78.5,6_targets/0481-b-j-school-buses-inc,0,,,,,0,0,
482,0482-tania-school-bus,Tania School Bus,FL,"Hialeah, FL",,2005,78.5,6_targets/0482-tania-school-bus,0,,,,,0,0,
483,0483-on-the-way-pvt-sch-trnsprtn,On The Way Pvt Sch Trnsprtn,FL,"Port Saint Lucie, FL",,2004,78.5,6_targets/0483-on-the-way-pvt-sch-trnsprtn,0,,,,,0,0,
484,0484-red-bus-pickup-school-trnsprtn,Red Bus Pickup School Trnsprtn,FL,"Riverview, FL",,2009,78.5,6_targets/0484-red-bus-pickup-school-trnsprtn,0,,,,,0,0,
485,0485-weston-transportation-svc,Weston Transportation Svc,WI,"Cazenovia, WI",88,,78.5,6_targets/0485-weston-transportation-svc,0,,,,,0,0,
486,0486-central-bucks-trnsprtn-inc,Central Bucks Trnsprtn Inc,PA,"Trevose, PA",,2003,78.5,6_targets/0486-central-bucks-trnsprtn-inc,0,,,,,0,0,
487,0487-kik-school-bus-svc-corp,KIK School Bus Svc Corp,FL,"Miramar, FL",,2010,78.5,6_targets/0487-kik-school-bus-svc-corp,0,,,,,0,0,
488,0488-b-m-e-transit,B M E Transit,PA,"Pittsburgh, PA",,2011,78.5,6_targets/0488-b-m-e-transit,0,,,,,0,0,
489,0489-gotham-transportation,Gotham Transportation,NY,"Brooklyn, NY",,2003,78.5,6_targets/0489-gotham-transportation,0,,,,,0,0,
490,0490-joiner-enterprises,Joiner Enterprises,MO,"Marshfield, MO",,2007,78.5,6_targets/0490-joiner-enterprises,0,,,,,0,0,
491,0491-neira-school-trnsprtn-llc,Neira School Trnsprtn LLC,FL,"Doral, FL",,2004,78.5,6_targets/0491-neira-school-trnsprtn-llc,0,,,,,0,0,
492,0492-golden-ring-transportation-inc,Golden Ring Transportation Inc,NY,"Brooklyn, NY",1,1993,78.3,6_targets/0492-golden-ring-transportation-inc,0,,,,,0,0,
493,0493-rainbow-transportation-svc-inc,Rainbow Transportation Svc Inc,CT,"Windsor, CT",5,1963,78.2,6_targets/0493-rainbow-transportation-svc-inc,0,,,,,0,0,
494,0494-garden-state-transport-inc,Garden State Transport Inc,NJ,"Southampton, NJ",5,1968,78.2,6_targets/0494-garden-state-transport-inc,0,,,,,0,0,
495,0495-a-b-c-school-bus-svc-inc,A B C School Bus Svc Inc,FL,"Miami, FL",5,2012,78.2,6_targets/0495-a-b-c-school-bus-svc-inc,0,,,,,0,0,
496,0496-abc-transport-school-bus-llc,ABC Transport School Bus LLC,FL,"Kissimmee, FL",5,2012,78.2,6_targets/0496-abc-transport-school-bus-llc,0,,,,,0,0,
497,0497-student-transportation,Student Transportation,OR,"Waterford, CT",399,1970,78.0,6_targets/0497-student-transportation,0,,,,,0,0,
498,0498-butler-s-bus-svc,Butler's Bus Svc,NH,"Center Barnstead, NH",156,1949,78.0,6_targets/0498-butler-s-bus-svc,0,,,,,0,0,
499,0499-battle-buddy-mobility-trnsprt,Battle Buddy Mobility Trnsprt,MI,"Battle Creek, MI",12,2021,78.0,6_targets/0499-battle-buddy-mobility-trnsprt,0,,,,,0,0,
500,0500-chicago-disability-transit-llc,Chicago Disability Transit LLC,IL,"Chicago, IL",1,1969,78.0,6_targets/0500-chicago-disability-transit-llc,0,,,,,0,0,
501,0501-presidential-limosne-trnsp-llc,Presidential Limosne TRNSP LLC,CA,"San Diego, CA",2,1982,78.0,6_targets/0501-presidential-limosne-trnsp-llc,0,,,,,0,0,
502,0502-jay-s-transport-24-7,Jay's Transport 24/7,MI,"Ann Arbor, MI",1,1981,78.0,6_targets/0502-jay-s-transport-24-7,0,,,,,0,0,
503,0503-north-branch-bus-co,North Branch Bus Co,WI,"Bowler, WI",16,1999,78.0,6_targets/0503-north-branch-bus-co,0,,,,,0,0,
504,0504-huettl-bus,Huettl Bus,WI,"Seymour, WI",41,1999,78.0,6_targets/0504-huettl-bus,0,,,,,0,0,
505,0505-cumberland-bus-svc-inc,Cumberland Bus Svc Inc,WI,"Cumberland, WI",17,1999,78.0,6_targets/0505-cumberland-bus-svc-inc,0,,,,,0,0,
506,0506-gary-james-transport-ltd,Gary James Transport LTD,WI,"Gillett, WI",16,1999,78.0,6_targets/0506-gary-james-transport-ltd,0,,,,,0,0,
507,0507-mid-america-wheelchair-svc-inc,Mid-America Wheelchair Svc Inc,MO,"Lees Summit, MO",30,2013,78.0,6_targets/0507-mid-america-wheelchair-svc-inc,0,,,,,0,0,
508,0508-limousine-corp-america,Limousine Corp America,NJ,"Trenton, NJ",19,2024,78.0,6_targets/0508-limousine-corp-america,0,,,,,0,0,
509,0509-liberty-lines-bus-assoc-inc,Liberty Lines Bus Assoc Inc,NY,"Yonkers, NY",640,1953,77.8,6_targets/0509-liberty-lines-bus-assoc-inc,0,,,,,0,0,
510,0510-integrity-student-trnsprtn,Integrity Student Trnsprtn,NJ,"Egg Harbor City, NJ",6,2005,77.8,6_targets/0510-integrity-student-trnsprtn,0,,,,,0,0,
511,0511-berber-transportation,Berber Transportation,NJ,"West Orange, NJ",8,2004,77.8,6_targets/0511-berber-transportation,0,,,,,0,0,
512,0512-m-laker-llc,M LAKER LLC,PA,"Davidsville, PA",456,1997,77.8,6_targets/0512-m-laker-llc,0,,,,,0,0,
513,0513-smiley-transportation,Smiley Transportation,TX,"Keller, TX",9,2006,77.8,6_targets/0513-smiley-transportation,0,,,,,0,0,
514,0514-edison-transportation,Edison Transportation,OR,"Portland, OR",6,2010,77.8,6_targets/0514-edison-transportation,0,,,,,0,0,
515,0515-houston-students-bus-svc,Houston Students Bus Svc,TX,"Houston, TX",7,2009,77.8,6_targets/0515-houston-students-bus-svc,0,,,,,0,0,
516,0516-lion-s-school-shuttle-svc,Lion's School Shuttle Svc,CA,"Redlands, CA",9,2010,77.8,6_targets/0516-lion-s-school-shuttle-svc,0,,,,,0,0,
517,0517-kansas-central-school-bus,Kansas Central School Bus,KS,"Paola, KS",2619,1992,77.8,6_targets/0517-kansas-central-school-bus,0,,,,,0,0,
518,0518-suburban-school-transportation,Suburban School Transportation,OH,"Waltham, MA",4,1988,77.5,6_targets/0518-suburban-school-transportation,0,,,,,0,0,
